Name,Gender,Origin,Meaning,Description,Source_url
Caine,Male,Irish,Son Of The Fighter,The name Caine means Son Of The Fighter and is of Irish origin. Caine is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/caine
Cairbre,Male,Irish,Of Unknown Meaning,The name Cairbre means Of Unknown Meaning and is of Irish origin. Cairbre is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/cairbre
Cairo,Unisex,Arabic,Victorious One,The name Cairo means Victorious One and is of Arabic origin. Cairo is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/cairo
Cais,Unisex,Vietnamese,Rejoicer,The name Cais means Rejoicer and is of Vietnamese origin. Cais is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/cais
Cait,Female,Irish,Pure,The name Cait means Pure and is of Irish origin. Cait is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/cait
Caitir,Female,Scottish,Pure,The name Caitir means Pure and is of Scottish origin. Caitir is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/caitir
Caitlin,Female,Irish,Pure,The name Caitlin means Pure and is of Irish origin. Caitlin is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/caitlin
Caitlyn,Female,Irish,Pure,The name Caitlyn means Pure and is of Irish origin. Caitlyn is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/caitlyn
Caius,Male,Latin,Person Of Earth,The name Caius means Person Of Earth and is of Latin origin. Caius is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/caius
Cal,Unisex,English,Short Form Of Names Beginning With Cal,The name Cal means Short Form Of Names Beginning With Cal and is of English origin. Cal is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/cal
Cala,Female,Indian,"Craft, Skill","The name Cala means Craft, Skill and is of Indian origin. Cala is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/cala
Calais,Unisex,Greek,Changing Color,The name Calais means Changing Color and is of Greek origin. Calais is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/calais
Calandra,Female,Greek,Singing Bird,The name Calandra means Singing Bird and is of Greek origin. Calandra is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/calandra
Calantha,Female,Greek,Lovely Blossom,The name Calantha means Lovely Blossom and is of Greek origin. Calantha is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/calantha
Calanthe,Female,Greek,Beautiful Flower,The name Calanthe means Beautiful Flower and is of Greek origin. Calanthe is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/calanthe
Calder,Male,Scottish,From The Wild Water,The name Calder means From The Wild Water and is of Scottish origin. Calder is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/calder
Caldwell,Unisex,English,From The Cold Stream,The name Caldwell means From The Cold Stream and is of English origin. Caldwell is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/caldwell
Cale,Male,American,Dog,The name Cale means Dog and is of American origin. Cale is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/cale
Caleb,Male,Hebrew,Whole Hearted,The name Caleb means Whole Hearted and is of Hebrew origin. Caleb is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/caleb
Caledon,Unisex,English,Tough People,The name Caledon means Tough People and is of English origin. Caledon is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/caledon
Caley,Unisex,English,From The Jackdaw Clearing,The name Caley means From The Jackdaw Clearing and is of English origin. Caley is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/caley
Calgary,Unisex,Scottish,Pasture By The Bay,The name Calgary means Pasture By The Bay and is of Scottish origin. Calgary is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/calgary
Calhoun,Male,Scottish,From The Narrow Wood,The name Calhoun means From The Narrow Wood and is of Scottish origin. Calhoun is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/calhoun
Cali,Female,American,Beautiful,The name Cali means Beautiful and is of American origin. Cali is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/cali
Caliana,Unisex,American,Combination Of Callie And Ana,The name Caliana means Combination Of Callie And Ana and is of American origin. Caliana is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/caliana
Calico,Unisex,English,Type Of Cloth,The name Calico means Type Of Cloth and is of English origin. Calico is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/calico
Calida,Female,Spanish,Warm,The name Calida means Warm and is of Spanish origin. Calida is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/calida
California,Female,Spanish,Name Of A Mythical Land,The name California means Name Of A Mythical Land and is of Spanish origin. California is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/california
Calista,Female,Greek,Beautiful,The name Calista means Beautiful and is of Greek origin. Calista is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/calista
Caliste,Female,French,Beautiful,The name Caliste means Beautiful and is of French origin. Caliste is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/caliste
Calix,Male,Greek,Very Handsome,The name Calix means Very Handsome and is of Greek origin. Calix is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/calix
Calixte,Female,Greek,Very Beautiful,The name Calixte means Very Beautiful and is of Greek origin. Calixte is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/calixte
